Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,FBI Code,Location,Time,Seconds,Hour,NEW LOCATION,Latitude,Longitude,simple location
HY414488,9/7/2015 20:15,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,24,"(41.751626708, -87.574442855)",8:15:00,0,8, South Chicago,41.75162671,-87.57444286,East Side
HY414497,9/7/2015 20:32,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.926426319, -87.794105311)",8:32:00,0,8, Beat 2512,41.92642632,-87.79410531,Upper Town
JC471481,10/13/2019 18:09,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,18,"(41.901711967, -87.717746295)",6:09:00,0,6, Humboldt Park,41.90171197,-87.7177463,West Side
HY277463,5/27/2015 19:15,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,14,"(41.899456081, -87.766772192)",7:15:00,0,7, Austin,41.89945608,-87.76677219,West Side
HY414431,9/7/2015 10:00,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.85268013, -87.632007113)",10:00:00,0,10, Chinatown,41.85268013,-87.63200711,Upper Town
HY414364,9/7/2015 18:03,ASSAULT,SIMPLE,STREET,TRUE,FALSE,08A,"(41.897017483, -87.737163123)",6:03:00,0,6, Humboldt Park,41.89701748,-87.73716312,West Side
HY414012,9/7/2015 1:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.807423324, -87.697845229)",1:00:00,0,1, Brighton Park,41.80742332,-87.69784523,Lower Town
HY414452,9/7/2015 19:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,6,"(41.897895128, -87.624096605)",7:00:00,0,7, Near North Side,41.89789513,-87.62409661,Upper Town
HY414529,9/7/2015 21:28,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,18,"(41.880455778, -87.748333442)",9:28:00,0,9, Austin,41.88045578,-87.74833344,West Side
HY414467,9/7/2015 19:58,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.866202441, -87.723080029)",7:58:00,0,7, North Lawndale,41.86620244,-87.72308003,West Side
HY414506,9/7/2015 20:45,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,TRUE,FALSE,18,"(41.794765795, -87.618325725)",8:45:00,0,8, Washington Park,41.7947658,-87.61832573,Middle City
HY414495,9/7/2015 20:15,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,08B,"(41.867293336, -87.711578293)",8:15:00,0,8, North Lawndale,41.86729334,-87.71157829,West Side
HY414477,9/7/2015 20:40,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,26,"(41.94446586, -87.804510205)",8:40:00,0,8, Dunning,41.94446586,-87.80451021,Upper Town
HY414448,9/7/2015 19:00,SEX OFFENSE,PUBLIC INDECENCY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,17,"(41.976594745, -87.767589467)",7:00:00,0,7, Jefferson Park,41.97659475,-87.76758947,Upper Town
HY414417,9/7/2015 19:30,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,08B,"(41.695799448, -87.620785048)",7:30:00,0,7, Roseland,41.69579945,-87.62078505,East Side
HY414501,9/7/2015 20:53,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,18,"(41.778344846, -87.683617588)",8:53:00,0,8, Chicago Lawn,41.77834485,-87.68361759,Middle City
HY414450,9/7/2015 20:00,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,08A,"(41.765719051, -87.582436322)",8:00:00,0,8, Bryn Mawr West,41.76571905,-87.58243632,Upper Town
HY414433,9/7/2015 19:30,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,TRUE,04A,"(41.921401923, -87.729127957)",7:30:00,0,7, Hermosa,41.92140192,-87.72912796,West Side
HY414542,9/7/2015 21:17,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,18,"(41.879464907, -87.748294743)",9:17:00,0,9, Austin,41.87946491,-87.74829474,West Side
HY414527,9/7/2015 21:40,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.771743249, -87.647006852)",9:40:00,0,9, Englewood,41.77174325,-87.64700685,Lower Town
HY414533,9/7/2015 21:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,08B,"(41.938071932, -87.801563888)",9:00:00,0,9, Dunning,41.93807193,-87.80156389,Upper Town
HY414526,9/7/2015 21:02,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,TRUE,FALSE,15,"(42.007921171, -87.665222327)",9:02:00,0,9, Rogers Park,42.00792117,-87.66522233,Upper Town
HY414558,9/7/2015 21:48,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.881176188, -87.711014084)",9:48:00,0,9, East Garfield Park,41.88117619,-87.71101408,West Side
JC476316,10/12/2019 15:00,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.863967977, -87.618770371)",3:00:00,0,3, Near South Side,41.86396798,-87.61877037,Upper Town
HY414548,9/7/2015 21:45,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,18,"(41.856725558, -87.647523227)",9:45:00,0,9, Lower West Side,41.85672556,-87.64752323,Lower Town
HY414517,9/7/2015 20:35,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,04A,"(41.766060565, -87.577183241)",8:35:00,0,8, South Shore,41.76606057,-87.57718324,Lower Town
HY414515,9/7/2015 20:55,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,18,"(41.877847922, -87.736441693)",8:55:00,0,8, West Garfield Park,41.87784792,-87.73644169,West Side
HY414411,9/7/2015 8:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.690547081, -87.623047109)",8:30:00,0,8, Roseland,41.69054708,-87.62304711,East Side
HY414566,9/7/2015 21:40,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,04A,"(41.709587557, -87.535285145)",9:40:00,0,9, East Side,41.70958756,-87.53528515,East Side
HY414459,9/7/2015 18:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,26,"(41.756604794, -87.576095781)",6:00:00,0,6, South Shore,41.75660479,-87.57609578,Lower Town
HY414479,9/7/2015 18:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,"(41.695908161, -87.595822806)",6:00:00,0,6, South Deering,41.69590816,-87.59582281,East Side
HY414290,9/6/2015 17:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.947781674, -87.805876)",5:00:00,0,5, Dunning,41.94778167,-87.805876,Upper Town
HY414563,9/7/2015 22:11,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,6,"(41.940318272, -87.644408194)",10:11:00,0,10, Lake View,41.94031827,-87.64440819,Upper Town
HY414587,9/7/2015 22:35,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,26,"(41.773775349, -87.642648291)",10:35:00,0,10, Englewood,41.77377535,-87.64264829,Lower Town
HY414463,9/7/2015 19:18,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,6,"(41.866331725, -87.666379171)",7:18:00,0,7, Near West Side,41.86633173,-87.66637917,Upper Town
HY414541,9/7/2015 21:40,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.77924593, -87.684272098)",9:40:00,0,9, Chicago Lawn,41.77924593,-87.6842721,Middle City
HY414382,9/7/2015 18:37,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,04B,"(41.758739878, -87.589118634)",6:37:00,0,6, South Shore,41.75873988,-87.58911863,Lower Town
HY414537,9/7/2015 20:22,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.96602645, -87.657872309)",8:22:00,0,8, Uptown,41.96602645,-87.65787231,Upper Town
HY414437,9/7/2015 18:30,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,3,"(41.6774192, -87.616580541)",6:30:00,0,6, West Pullman,41.6774192,-87.61658054,Lower Town
HY414582,9/7/2015 21:58,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,26,"(41.777406364, -87.649582489)",9:58:00,0,9, Englewood,41.77740636,-87.64958249,Lower Town
HY414562,9/7/2015 21:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.7664089, -87.68977894)",9:38:00,0,9, Chicago Lawn,41.7664089,-87.68977894,Middle City
HY414540,9/7/2015 21:47,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,18,"(41.87154791, -87.735538348)",9:47:00,0,9, West Garfield Park,41.87154791,-87.73553835,West Side
HY414592,9/7/2015 10:15,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,24,"(41.951136232, -87.653662257)",10:15:00,0,10, Lake View,41.95113623,-87.65366226,Upper Town
HY414509,9/7/2015 21:05,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.871988266, -87.694489094)",9:05:00,0,9, East Garfield Park,41.87198827,-87.69448909,West Side
HY414493,9/7/2015 20:38,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,TRUE,TRUE,08B,"(41.88315226, -87.712067211)",8:38:00,0,8, East Garfield Park,41.88315226,-87.71206721,West Side
HY413117,9/6/2015 3:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,6,"(41.870481746, -87.719665179)",3:00:00,0,3, East Garfield Park,41.87048175,-87.71966518,West Side
HY414420,9/7/2015 7:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,08B,"(41.876466294, -87.660273952)",7:00:00,0,7, Near West Side,41.87646629,-87.66027395,Upper Town
HY414557,9/7/2015 21:33,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,TRUE,FALSE,26,"(41.91714152, -87.728348795)",9:33:00,0,9, Hermosa,41.91714152,-87.7283488,West Side
HY414275,9/7/2015 17:40,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,14,"(41.753682356, -87.653821721)",5:40:00,0,5, Auburn Gresham,41.75368236,-87.65382172,Lower Town
HY414421,9/7/2015 19:33,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,FALSE,FALSE,5,"(41.743664631, -87.623693194)",7:33:00,0,7, Chatham,41.74366463,-87.62369319,Middle City
HY414458,9/7/2015 20:00,BATTERY,AGGRAVATED: HANDGUN,CHA PARKING LOT/GROUNDS,FALSE,FALSE,04B,"(41.654412102, -87.605894557)",8:00:00,0,8, Altgeld Gardens,41.6544121,-87.60589456,Lower Town
HY414525,9/7/2015 21:00,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,6,"(42.007931399, -87.664622472)",9:00:00,0,9, Rogers Park,42.0079314,-87.66462247,Upper Town
HY414504,9/7/2015 20:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,08B,"(41.691953726, -87.656965177)",8:00:00,0,8, Morgan Park,41.69195373,-87.65696518,Middle City
HY414588,9/7/2015 10:00,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.948639684, -87.646858732)",10:00:00,0,10, Lake View,41.94863968,-87.64685873,Upper Town
HY414547,9/7/2015 21:48,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,26,"(41.874772171, -87.745058632)",9:48:00,0,9, Austin,41.87477217,-87.74505863,West Side
HY414568,9/7/2015 21:55,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,26,"(41.915604481, -87.703294729)",9:55:00,0,9, Logan Square,41.91560448,-87.70329473,West Side
HY414576,9/7/2015 14:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.750178037, -87.618128118)",2:30:00,0,2, Chatham,41.75017804,-87.61812812,Middle City
HY414595,9/7/2015 22:26,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,18,"(41.742714088, -87.643809391)",10:26:00,0,10, Auburn Gresham,41.74271409,-87.64380939,Lower Town
HY414586,9/7/2015 11:30,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.726030601, -87.674543413)",11:30:00,0,11, Beverly,41.7260306,-87.67454341,Middle City
HY414264,9/6/2015 11:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.956168228, -87.665671238)",11:00:00,0,11, Lake View,41.95616823,-87.66567124,Upper Town
HY413971,9/7/2015 11:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,14,"(41.785895406, -87.726973568)",11:30:00,0,11, West Lawn,41.78589541,-87.72697357,Lower Town
HY414418,7/1/2014 13:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.735199769, -87.642372947)",1:00:00,0,1, Auburn Gresham,41.73519977,-87.64237295,Lower Town
HY414570,9/7/2015 21:56,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.759967099, -87.60417953)",9:56:00,0,9, Greater Grand Crossing,41.7599671,-87.60417953,Middle City
HY414454,9/7/2015 3:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.877559057, -87.75561931)",3:00:00,0,3, Austin,41.87755906,-87.75561931,West Side
HY414414,9/7/2015 17:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,26,"(41.733228249, -87.54700218)",5:00:00,0,5, South Chicago,41.73322825,-87.54700218,East Side
HY414606,9/7/2015 22:32,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.87214483, -87.700960632)",10:32:00,0,10, East Garfield Park,41.87214483,-87.70096063,West Side
HY414456,9/7/2015 19:15,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.7284105, -87.666554784)",7:15:00,0,7, Washington Heights,41.7284105,-87.66655478,Middle City
HY414487,9/7/2015 20:15,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.695837832, -87.655716159)",8:15:00,0,8, Morgan Park,41.69583783,-87.65571616,Middle City
HY414605,9/7/2015 22:45,CRIMINAL TRESPASS,TO LAND,SIDEWALK,TRUE,FALSE,26,"(41.967875229, -87.760161592)",10:45:00,0,10, Jefferson Park,41.96787523,-87.76016159,Upper Town
HY414519,9/7/2015 21:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,08B,"(41.733362925, -87.665426433)",9:30:00,0,9, Auburn Gresham,41.73336293,-87.66542643,Lower Town
HY197992,3/24/2015 15:45,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.82292402, -87.619964344)",3:45:00,0,3, Grand Boulevard,41.82292402,-87.61996434,Middle City
HY414555,9/7/2015 21:00,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.720464816, -87.646831165)",9:00:00,0,9, Washington Heights,41.72046482,-87.64683117,Middle City
HY414590,9/7/2015 22:17,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,26,"(41.751419204, -87.552889317)",10:17:00,0,10, South Chicago,41.7514192,-87.55288932,East Side
HY414600,9/7/2015 22:35,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.686128543, -87.668430325)",10:35:00,0,10, Morgan Park,41.68612854,-87.66843033,Middle City
HY414505,9/7/2015 12:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE-GARAGE,FALSE,FALSE,2,"(41.721181588, -87.665072735)",12:00:00,0,12, Beverly,41.72118159,-87.66507274,Middle City
HY414572,9/7/2015 22:20,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,RESIDENCE,TRUE,FALSE,24,"(41.670002157, -87.640446289)",10:20:00,0,10, West Pullman,41.67000216,-87.64044629,Lower Town
HY414543,9/7/2015 21:38,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,FALSE,FALSE,3,"(41.736311733, -87.612090021)",9:38:00,0,9, Chatham,41.73631173,-87.61209002,Middle City
HY414584,9/7/2015 22:01,THEFT,OVER $500,CTA BUS,FALSE,FALSE,6,"(41.810052623, -87.665011864)",10:01:00,0,10, New City,41.81005262,-87.66501186,Middle City
HY414627,9/7/2015 21:30,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.951277342, -87.707943151)",9:30:00,0,9, Irving Park,41.95127734,-87.70794315,Upper Town
HY414580,9/7/2015 21:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,TRUE,26,"(41.73659457, -87.556952553)",9:00:00,0,9, South Chicago,41.73659457,-87.55695255,East Side
HY414554,9/7/2015 22:53,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,TRUE,FALSE,18,"(41.897793069, -87.724931802)",10:53:00,0,10, Humboldt Park,41.89779307,-87.7249318,West Side
HY414623,9/7/2015 23:20,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,26,"(41.731545427, -87.662939347)",11:20:00,0,11, Washington Heights,41.73154543,-87.66293935,Middle City
HY414594,9/7/2015 22:05,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,08B,"(41.99231427, -87.707960942)",10:05:00,0,10, West Ridge,41.99231427,-87.70796094,Upper Town
HY414589,9/7/2015 22:00,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.875483068, -87.745085159)",10:00:00,0,10, Austin,41.87548307,-87.74508516,West Side
HY414498,9/7/2015 20:42,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,TRUE,3,"(41.882185345, -87.67976111)",8:42:00,0,8, Near West Side,41.88218535,-87.67976111,Upper Town
HY414528,9/7/2015 21:30,BATTERY,SIMPLE,STREET,FALSE,FALSE,08B,"(41.894045505, -87.746762326)",9:30:00,0,9, Austin,41.89404551,-87.74676233,West Side
HY414544,9/7/2015 21:20,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,08B,"(41.816598406, -87.619069744)",9:20:00,0,9, Grand Boulevard,41.81659841,-87.61906974,Middle City
HY414634,9/7/2015 21:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.908414071, -87.638509704)",9:30:00,0,9, Near North Side,41.90841407,-87.6385097,Upper Town
HY414428,9/7/2015 19:15,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,08B,"(41.828762287, -87.614436164)",7:15:00,0,7, Douglas,41.82876229,-87.61443616,Middle City
HY414445,9/7/2015 16:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.788339738, -87.687055186)",4:30:00,0,4, Gage Park,41.78833974,-87.68705519,Lower Town
HY414231,9/7/2015 16:30,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,3,"(41.818827331, -87.602151153)",4:30:00,0,4, Oakland,41.81882733,-87.60215115,Middle City
HY414084,9/7/2015 14:30,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,FALSE,TRUE,08B,"(41.822959716, -87.619967617)",2:30:00,0,2, Grand Boulevard,41.82295972,-87.61996762,Middle City
HY414601,9/7/2015 22:40,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,08A,"(41.923857611, -87.667525821)",10:40:00,0,10, Lincoln Park,41.92385761,-87.66752582,Upper Town
HY414622,9/7/2015 22:55,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.723441083, -87.632069945)",10:55:00,0,10, Roseland,41.72344108,-87.63206995,East Side
HY414114,9/7/2015 15:15,ROBBERY,AGGRAVATED,OTHER,TRUE,FALSE,3,"(41.834650079, -87.616847182)",3:15:00,0,3, Douglas,41.83465008,-87.61684718,Middle City
HY412838,8/23/2015 13:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,04B,"(41.786499587, -87.649815884)",1:00:00,0,1, Englewood,41.78649959,-87.64981588,Lower Town
HY414632,9/7/2015 23:10,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,TRUE,FALSE,26,"(41.880635972, -87.702037309)",11:10:00,0,11, East Garfield Park,41.88063597,-87.70203731,West Side
HY414599,9/7/2015 21:51,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,24,"(41.670021366, -87.640446083)",9:51:00,0,9, West Pullman,41.67002137,-87.64044608,Lower Town
HY414583,9/7/2015 12:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.968912618, -87.731749651)",12:00:00,0,12, Albany Park,41.96891262,-87.73174965,Upper Town
HY414615,9/7/2015 23:05,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.74391459, -87.60834429)",11:05:00,0,11, Chatham,41.74391459,-87.60834429,Middle City
HY414612,9/7/2015 22:27,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.939961934, -87.702742594)",10:27:00,0,10, Avondale,41.93996193,-87.70274259,Upper Town
HY414625,9/7/2015 23:10,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,18,"(41.882005231, -87.695065008)",11:10:00,0,11, East Garfield Park,41.88200523,-87.69506501,West Side
HY414565,9/7/2015 21:46,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,6,"(41.764707098, -87.624890909)",9:46:00,0,9, Greater Grand Crossing,41.7647071,-87.62489091,Middle City
HY414455,9/7/2015 20:05,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,08B,"(41.860253255, -87.710369003)",8:05:00,0,8, North Lawndale,41.86025326,-87.710369,West Side
HY414520,9/6/2015 18:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,FALSE,FALSE,2,"(41.729160106, -87.58548161)",6:00:00,0,6, Calumet Heights,41.72916011,-87.58548161,East Side
HY414649,9/7/2015 23:41,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,6,"(41.780501108, -87.660600146)",11:41:00,0,11, West Englewood,41.78050111,-87.66060015,Lower Town
HY414613,9/7/2015 22:30,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,04B,"(41.851270366, -87.707673975)",10:30:00,0,10, South Lawndale,41.85127037,-87.70767398,Lower Town
HY414604,9/7/2015 12:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,5,"(41.851877613, -87.697320979)",12:00:00,0,12, South Lawndale,41.85187761,-87.69732098,Lower Town
HY414628,9/7/2015 23:30,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,08B,"(41.76085559, -87.626469027)",11:30:00,0,11, Greater Grand Crossing,41.76085559,-87.62646903,Middle City
HY414670,9/8/2015 0:19,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,19,"(41.789957607, -87.65355243)",12:19:00,0,12, Englewood,41.78995761,-87.65355243,Lower Town
HY414633,9/7/2015 23:35,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.779503192, -87.662179772)",11:35:00,0,11, West Englewood,41.77950319,-87.66217977,Lower Town
HY414618,9/7/2015 21:30,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,"(41.881155761, -87.686946988)",9:30:00,0,9, Near West Side,41.88115576,-87.68694699,Upper Town
HY414531,9/7/2015 20:45,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.852460582, -87.632005841)",8:45:00,0,8, Chinatown,41.85246058,-87.63200584,Upper Town
HY414629,9/7/2015 23:25,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,6,"(41.791441045, -87.648725621)",11:25:00,0,11, Englewood,41.79144105,-87.64872562,Lower Town
HY414579,9/5/2015 5:30,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.716964473, -87.640663659)",5:30:00,0,5, Washington Heights,41.71696447,-87.64066366,Middle City
HY414617,9/7/2015 23:15,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,6,"(41.745807057, -87.604266485)",11:15:00,0,11, Chatham,41.74580706,-87.60426649,Middle City
HY414645,9/7/2015 22:51,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,08B,"(41.76778191, -87.689442638)",10:51:00,0,10, Chicago Lawn,41.76778191,-87.68944264,Middle City
HY414665,9/8/2015 0:25,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,08B,"(41.777664842, -87.707953638)",12:25:00,0,12, Chicago Lawn,41.77766484,-87.70795364,Middle City
HY414657,9/8/2015 0:05,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,18,"(41.873635421, -87.710081187)",12:05:00,0,12, East Garfield Park,41.87363542,-87.71008119,West Side
HY414648,9/7/2015 22:51,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.76778191, -87.689442638)",10:51:00,0,10, Chicago Lawn,41.76778191,-87.68944264,Middle City
HY414638,9/7/2015 23:20,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,04A,"(41.842297395, -87.701298648)",11:20:00,0,11, South Lawndale,41.8422974,-87.70129865,Lower Town
HY414673,9/8/2015 0:20,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.942341197, -87.757596827)",12:20:00,0,12, Portage Park,41.9423412,-87.75759683,Upper Town
HY414668,9/7/2015 23:14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,08A,"(41.71941369, -87.64315745)",11:14:00,0,11, Washington Heights,41.71941369,-87.64315745,Middle City
HY414653,9/8/2015 0:02,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,6,"(41.765211498, -87.643744503)",12:02:00,0,12, Englewood,41.7652115,-87.6437445,Lower Town
HY414671,9/8/2015 0:20,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.965191468, -87.725497027)",12:20:00,0,12, Albany Park,41.96519147,-87.72549703,Upper Town
HY414666,9/8/2015 0:05,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,26,"(41.836341737, -87.646236365)",12:05:00,0,12, Bridgeport,41.83634174,-87.64623637,Middle City
